iter	RMSE
536	5.292312727
537	5.292228644
538	5.290697421
539	5.288398381
540	5.287038044
541	5.285154131
542	5.283094189
543	5.280697025
544	5.278307568
545	5.276171634
546	5.274306615
547	5.273549724
548	5.271206818
549	5.26878054
550	5.267238308
551	5.265144675
552	5.263417117
553	5.260329394
554	5.257681381
555	5.256088066
556	5.254606273
557	5.253181613
558	5.251373693
559	5.25053624
560	5.249537895
561	5.246976294
562	5.246497332
563	5.244867927
564	5.243354755
565	5.241087104
566	5.238679079
567	5.236660424
568	5.235115849
569	5.233677519
570	5.23235904
571	5.230188043
572	5.227927499
573	5.225156244
574	5.222363232
575	5.220898653
576	5.218412657
577	5.217643759
578	5.215087884
579	5.213228404
580	5.211874837
581	5.210765335
582	5.207967136
583	5.206129179
584	5.204802952
585	5.201998224
586	5.200574218
587	5.196998596
588	5.195063198
589	5.193834618
590	5.191148804
591	5.19035596
592	5.189023256
593	5.187258578
594	5.185777836
595	5.183643077
596	5.181541531
597	5.180892401
598	5.178567738
599	5.175741685
600	5.17365104
601	5.171203601
602	5.169761361
603	5.168098691
604	5.165786767
605	5.16311617
606	5.161439611
607	5.159289479
608	5.157034393
609	5.15550388
610	5.153091363
611	5.150718958
612	5.149387557
613	5.147822034
614	5.145091524
615	5.143696055
616	5.141926676
617	5.139870223
618	5.138194963
619	5.136099918
620	5.13487789
621	5.133916689
622	5.131535788
623	5.130337592
624	5.129078231
625	5.12665475
626	5.124004753
627	5.122365373
628	5.120716647
629	5.118852514
630	5.116881863
631	5.1148099
632	5.111838928
633	5.108605528
634	5.105348528
635	5.104169542
636	5.10258156
637	5.101206991
638	5.099816387
639	5.098677931
640	5.09768999
641	5.09534411
642	5.093440075
643	5.09145129
644	5.090626193
645	5.088012445
646	5.087688586
647	5.084713858
648	5.082410077
649	5.080554056
650	5.078953481
651	5.07731359
652	5.07638803
653	5.074383779
654	5.072908476
655	5.071090143
656	5.069429802
657	5.068262362
658	5.066265187
659	5.064428225
660	5.061698205
661	5.060291568
662	5.05928627
663	5.05636555
664	5.054250543
665	5.053252946
666	5.051446319
667	5.050020612
668	5.048355598
669	5.044453737
670	5.042128516
671	5.040539221
672	5.039159467
673	5.037118103
674	5.035964757
675	5.034392212
676	5.03243253
677	5.030483579
678	5.028397339
679	5.026586539
680	5.024913054
681	5.023966867
682	5.022156768
683	5.020077926
684	5.018900081
685	5.01727833
686	5.015160168
687	5.012639481
688	5.010250344
689	5.009459842
690	5.007506549
691	5.005180209
692	5.003489312
693	5.001553815
694	5.000215128
695	4.998647908
696	4.998072866
697	4.995437538
698	4.993631177
699	4.99165822
700	4.989821938
701	4.988857479
702	4.987332857
703	4.986176634
704	4.984458515
705	4.982439799
706	4.980924913
707	4.979597284
708	4.978743761
709	4.978090583
710	4.976519772
711	4.975499621
712	4.973489844
713	4.971780293
714	4.971174693
715	4.96925265
716	4.968525076
717	4.966394515
718	4.964109603
719	4.963027997
720	4.961533956
721	4.959650798
722	4.956535675
723	4.954795911
724	4.952811017
725	4.950265994
726	4.948221127
727	4.946514324
728	4.944553109
729	4.943508544
730	4.942025706
731	4.940005138
732	4.938847309
733	4.937541387
734	4.936345115
735	4.934586202
736	4.93239576
737	4.930325467
738	4.928640906
739	4.92693286
740	4.92541504
741	4.923775639
742	4.922896643
743	4.920973163
744	4.919381404
745	4.917024739
746	4.915308811
747	4.913963006
748	4.91289119
749	4.911618398
750	4.910589855
751	4.908984401
752	4.907538323
753	4.905937314
754	4.903758375
755	4.901628762
756	4.901053951
757	4.899494305
758	4.897666705
759	4.896021615
760	4.895089752
761	4.893398954
762	4.891877013
763	4.890570352
764	4.889334462
765	4.889290668
766	4.888723247
767	4.886019153
768	4.883511656
769	4.882925328
770	4.88092272
771	4.879073716
772	4.876694452
773	4.87588324
774	4.874696851
775	4.873763997
776	4.873302506
777	4.872319484
778	4.871033513
779	4.869669776
780	4.868336164
781	4.867766353
782	4.866687654
783	4.865072053
784	4.862924824
785	4.862370228
786	4.860799323
787	4.859422946
788	4.857397525
789	4.856189009
790	4.854764384
791	4.853891053
792	4.852350227
793	4.85104365
794	4.849658475
795	4.84820487
796	4.84662781
797	4.84499076
798	4.843010738
799	4.841354021
800	4.839742937
801	4.839050446
802	4.836903213
803	4.836488851
804	4.834399437
805	4.832750883
806	4.831512721
807	4.8306161
808	4.829063641
809	4.82784964
810	4.825926978
811	4.824481851
812	4.823532024
813	4.821499564
814	4.819894583
815	4.818556154
816	4.817556571
817	4.815884984
818	4.814719331
819	4.813441501
820	4.812519662
821	4.809846425
822	4.808457124
823	4.807815183
824	4.80575418
825	4.804754125
826	4.80425682
827	4.802520293
828	4.800594653
829	4.798680671
830	4.797425603
831	4.796281854
832	4.794455308
833	4.79228021
834	4.789941509
835	4.78862979
836	4.786978207
837	4.786233555
838	4.784890595
839	4.784142951
840	4.781770206
841	4.780139657
842	4.778961426
843	4.777576273
844	4.775767162
845	4.774651794
846	4.773010823
847	4.772267214
848	4.770383918
849	4.768039875
850	4.767049933
851	4.765373841
852	4.763310967
853	4.761561189
854	4.760099702
855	4.758161603
856	4.757159214
857	4.755864424
858	4.755323694
859	4.754395203
860	4.753297668
861	4.751643247
862	4.750270949
863	4.748840972
864	4.748298499
865	4.747073412
866	4.746020509
867	4.744920788
868	4.743511514
869	4.741653723
870	4.740049899
871	4.738070814
872	4.736902677
873	4.735528696
874	4.73348819
875	4.73272993
876	4.731831892
877	4.730516862
878	4.728690099
879	4.72630277
880	4.72533237
881	4.724637522
882	4.723594663
883	4.721621262
884	4.721097892
885	4.719291649
886	4.718056343
887	4.716232218
888	4.715485244
889	4.714177092
890	4.71273815
891	4.711412878
892	4.710261405
893	4.709225476
894	4.708460748
895	4.707567743
896	4.706997536
897	4.705617313
898	4.704481743
899	4.703129174
900	4.700815819
901	4.700439811
902	4.699630015
903	4.698459191
904	4.697031189
905	4.695193475
906	4.693486691
907	4.692248024
908	4.692051696
909	4.690640958
910	4.689000658
911	4.687874285
912	4.686757726
913	4.685241543
914	4.684521161
915	4.682470716
916	4.681364904
917	4.67985343
918	4.677843231
919	4.676426894
920	4.675705294
921	4.675275971
922	4.675036336
923	4.673982544
924	4.67239088
925	4.670344955
926	4.668582004
927	4.667298728
928	4.665879779
929	4.66464514
930	4.662663748
931	4.662076515
932	4.662035508
933	4.660333435
934	4.659663388
935	4.65871048
936	4.657614811
937	4.656057284
938	4.656006217
939	4.654755815
940	4.652906317
941	4.651597544
942	4.651038789
943	4.649933898
944	4.649218431
945	4.648038812
946	4.647327353
947	4.645670513
948	4.644285946
949	4.641941485
950	4.640953413
951	4.639492511
952	4.638685758
953	4.63789794
954	4.636887472
955	4.636767162
956	4.636005661
957	4.633513668
958	4.632139881
959	4.630793741
960	4.630193049
961	4.628481786
962	4.627812353
963	4.625416735
964	4.624577867
965	4.623125317
966	4.621733254
967	4.619654763
968	4.61775274
969	4.616415281
970	4.615468822
971	4.61361666
972	4.61146399
973	4.609664217
974	4.608258619
975	4.607286344
976	4.605405781
977	4.603563294
978	4.602805816
979	4.601054936
980	4.598810185
981	4.597660592
982	4.596157115
983	4.595428993
984	4.593716332
985	4.592896559
986	4.592680985
987	4.59209243
988	4.591632281
989	4.590897242
990	4.589526464
991	4.588218431
992	4.58735548
993	4.586621431
994	4.585786389
995	4.584480673
996	4.583699223
997	4.582568191
998	4.581391758
999	4.580502188
